step,energy,avg_error,long_links,self_aware,total_activity,total_weights,generation,perception_conflict
214,24817.949356830628,0.0025,20,0,428,10845.302024740078,1,0.0
215,24934.502370405502,0.0025,20,0,428,10886.986425127681,1,0.0
216,25051.013715198947,0.0025,20,0,428,10928.655206556012,1,0.0
217,25167.4833937866,0.0025,20,0,428,10970.321412350137,1,0.0
218,25283.911400355126,0.0025,20,0,428,11011.99343147419,1,0.0
219,25400.297732686813,0.0025,20,0,428,11053.667668312364,1,0.0
220,25516.64239981161,0.0025,20,0,428,11095.33287520264,1,0.0
221,25632.94542060868,0.0025,20,0,428,11136.97920293198,1,0.0
222,25749.206836559555,0.0025,20,0,428,11178.58404912609,1,0.0
223,25865.42667325895,0.0025,20,0,428,11220.163300604689,1,0.0
224,25981.604967950323,0.0025,20,0,428,11261.705308625844,1,0.0
225,26097.74174651556,0.0025,20,0,428,11303.22143476415,1,0.0
226,26213.837032178933,0.0025,20,0,428,11344.714336626756,1,0.0
227,26329.8908397798,0.0025,20,0,428,11386.19239913364,1,0.0
228,26445.903210550314,0.0025,20,0,428,11427.629229486754,1,0.0
229,26561.87418568115,0.0025,20,0,428,11469.024869164166,1,0.0
230,26677.803806321546,0.0025,20,0,428,11510.3793596027,1,0.0
231,26793.69211357935,0.0025,20,0,428,11551.692742198,1,0.0
232,26909.539148521046,0.0025,20,0,428,11592.965058304553,1,0.0
233,27025.34495217181,0.0025,20,0,428,11634.196349235743,1,0.0
234,27141.109565515548,0.0025,20,0,428,11675.386656263889,1,0.0
235,27256.833029494926,0.0025,20,0,428,11716.53602062028,1,0.0
236,27372.51537638078,0.0025,20,0,428,11757.653114147799,1,0.0
237,27488.156635664087,0.0025,20,0,428,11798.740716690656,1,0.0
238,27603.75684816407,0.0025,20,0,428,11839.787500018523,1,0.0
239,27719.31605465885,0.0025,20,0,428,11880.793505219,1,0.0
240,27834.834295885514,0.0025,20,0,428,11921.758773338875,1,0.0
241,27950.31161254013,0.0025,20,0,428,11962.683345384152,1,0.0
242,28065.748045277807,0.0025,20,0,428,12003.567262320092,1,0.0
243,28181.143634712735,0.0025,20,0,428,12044.410565071277,1,0.0
244,28296.49842141821,0.0025,20,0,428,12085.213294521618,1,0.0
245,28411.8124459267,0.0025,20,0,428,12125.97549151442,1,0.0
246,28527.085748729845,0.0025,20,0,428,12166.697196852414,1,0.0
247,28642.318370278546,0.0025,20,0,428,12207.37845129779,1,0.0
248,28757.510350982975,0.0025,20,0,428,12248.019295572261,1,0.0
249,28872.661731212618,0.0025,20,0,428,12288.619770357078,1,0.0
250,28987.772551296326,0.0025,20,0,428,12329.179916293086,1,0.0
251,29102.842851522346,0.0025,20,0,428,12369.699773980758,1,0.0
252,29217.872672138365,0.0025,20,0,428,12410.179383980243,1,0.0
253,29332.862053351553,0.0025,20,0,428,12450.6187868114,1,0.0
254,29447.8110353286,0.0025,20,0,428,12491.018022953833,1,0.0
255,29562.71965819575,0.0025,20,0,428,12531.377132846948,1,0.0
256,29677.587962038862,0.0025,20,0,428,12571.696156889982,1,0.0
257,29792.41598690342,0.0025,20,0,428,12611.975135442044,1,0.0
258,29907.203772794597,0.0025,20,0,428,12652.214108822156,1,0.0
259,30021.95135967729,0.0025,20,0,428,12692.413117309305,1,0.0
260,30136.658787476146,0.0025,20,0,428,12732.57220114245,1,0.0
261,30251.326096075627,0.0025,20,0,428,12772.691400520614,1,0.0
262,30365.953325320024,0.0025,20,0,428,12812.770755602873,1,0.0
263,30480.540515013516,0.0025,20,0,428,12852.810306508425,1,0.0
264,30595.0877049202,0.0025,20,0,428,12892.810093316632,1,0.0
265,30709.594934764133,0.0025,20,0,428,12932.770156067034,1,0.0
266,30824.06224422937,0.0025,20,0,428,12972.690534759431,1,0.0
267,30938.48967296002,0.0025,20,0,428,13012.571269353879,1,0.0
268,31052.877260560246,0.0025,20,0,428,13052.412399770756,1,0.0
269,31167.225046594354,0.0025,20,0,428,13092.213965890796,1,0.0
270,31281.5330705868,0.0025,20,0,428,13131.976007555133,1,0.0
271,31395.801372022233,0.0025,20,0,428,13171.698564565331,1,0.0
272,31510.02999034555,0.0025,20,0,428,13211.38167668343,1,0.0
273,31624.218964961918,0.0025,20,0,428,13251.02538363199,1,0.0
274,31738.368335236824,0.0025,20,0,428,13290.629725094122,1,0.0
275,31852.47814049611,0.0025,20,0,428,13330.194740713532,1,0.0
276,31966.548420026014,0.0025,20,0,428,13369.720470094566,1,0.0
277,32080.57921307321,0.0025,20,0,428,13409.206952802235,1,0.0
278,32194.57055884485,0.0025,20,0,428,13448.654228362264,1,0.0
279,32308.52249650859,0.0025,20,0,428,13488.062336261146,1,0.0
280,32422.435065192643,0.0025,20,0,428,13527.431315946149,1,0.0
281,32536.308303985817,0.0025,20,0,428,13566.761206825387,1,0.0
282,32650.14225193755,0.0025,20,0,428,13606.052048267833,1,0.0
283,32763.936948057944,0.0025,20,0,428,13645.303879603385,1,0.0
284,32877.692431317824,0.0025,20,0,428,13684.516740122875,1,0.0
285,32991.408740648745,0.0025,20,0,428,13723.690669078143,1,0.0
286,33105.08591494306,0.0025,20,0,428,13762.825705682048,1,0.0
287,33218.72399305395,0.0025,20,0,428,13801.921889108515,1,0.0
288,33332.32301379546,0.0025,20,0,428,13840.979258492584,1,0.0
289,33445.88301594253,0.0025,20,0,428,13879.997852930437,1,0.0
290,33559.40403823105,0.0025,20,0,428,13918.977711479441,1,0.0
291,33672.88611935789,0.0025,20,0,428,13957.9188731582,1,0.0
292,33786.32929798095,0.0025,20,0,428,13996.82137694656,1,0.0
293,33899.73361271916,0.0025,20,0,428,14035.685261785691,1,0.0
294,34013.099102152584,0.0025,20,0,428,14074.510566578094,1,0.0
295,34126.4258048224,0.0025,20,0,428,14113.297330187654,1,0.0
296,34239.71375923096,0.0025,20,0,428,14152.045591439675,1,0.0
297,34352.96300384184,0.0025,20,0,428,14190.755389120923,1,0.0
298,34466.17357707986,0.0025,20,0,428,14229.426761979654,1,0.0
299,34570.05051733113,0.0025,20,0,429,14268.059748725671,1,1.0
